88134:
 num     #instances         #bytes  class name (module)
 372:             2             48  java.security.Security$SecPropLoader$LoadingMode (java.base@26.0.1)
 373:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@26.0.1)
 374:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@26.0.1)
 375:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@26.0.1)
 376:             2             48  java.util.ArrayDeque (java.base@26.0.1)
 377:             2             48  java.util.LinkedHashMap$LinkedEntrySet (java.base@26.0.1)
 378:             2             48  java.util.LinkedHashMap$LinkedKeySet (java.base@26.0.1)
 379:             3             48  java.util.Optional (java.base@26.0.1)
 380:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@26.0.1)
 381:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@26.0.1)
 382:             2             48  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@26.0.1)
 383:             1             48  java.util.concurrent.LinkedBlockingQueue (java.base@26.0.1)
 384:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@26.0.1)
 385:             2             48  java.util.regex.Pattern$GroupHead (java.base@26.0.1)
 386:             2             48  java.util.regex.Pattern$GroupTail (java.base@26.0.1)
 387:             2             48  java.util.regex.Pattern$Start (java.base@26.0.1)
 388:             2             48  jdk.internal.classfile.impl.ClassHierarchyImpl$ClassHierarchyInfoImpl (java.base@26.0.1)
 389:             1             48  jdk.internal.jimage.ImageHeader (java.base@26.0.1)
 390:             2             48  jdk.internal.jimage.ImageLocation (java.base@26.0.1)
 391:             2             48  jdk.internal.jimage.ImageReader$Resource (java.base@26.0.1)
 392:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@26.0.1)
 393:             2             48  sun.security.jca.ProviderList (java.base@26.0.1)
 394:             2             48  sun.security.jca.ProviderList$2 (java.base@26.0.1)
 395:             2             48  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@26.0.1)
 396:             2             48  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@26.0.1)
 397:             2             48  sun.util.locale.provider.LocaleServiceProviderPool (java.base@26.0.1)
 398:             2             48  sun.util.locale.provider.NumberFormatProviderImpl (java.base@26.0.1)
 399:             1             40  [Ljava.lang.Thread$State; (java.base@26.0.1)
 400:             1             40  [Ljava.lang.classfile.AttributeMapper$AttributeStability; (java.base@26.0.1)
 401:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@26.0.1)
 402:             1             40  [Ljava.net.InetAddress; (java.base@26.0.1)
 403:             1             40  [Ljava.time.format.SignStyle; (java.base@26.0.1)
 404:             1             40  [Ljava.time.format.TextStyle; (java.base@26.0.1)
 405:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@26.0.1)
 406:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@26.0.1)
 407:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@26.0.1)
 408:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@26.0.1)
 409:             1             40  java.io.BufferedInputStream (java.base@26.0.1)
 410:             1             40  java.io.RandomAccessFile (java.base@26.0.1)
 411:             1             40  java.lang.ArithmeticException (java.base@26.0.1)
 412:             1             40  java.lang.ArrayIndexOutOfBoundsException (java.base@26.0.1)
 413:             1             40  java.lang.ArrayStoreException (java.base@26.0.1)
 414:             1             40  java.lang.ClassCastException (java.base@26.0.1)
 415:             1             40  java.lang.InternalError (java.base@26.0.1)
 416:             1             40  java.lang.Package$VersionInfo (java.base@26.0.1)
 417:             1             40  java.lang.StackOverflowError (java.base@26.0.1)
 418:             1             40  java.lang.System$In (java.base@26.0.1)
 419:             1             40  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@26.0.1)
 420:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@26.0.1)
 421:             1             40  java.net.InetAddress$CachedLookup (java.base@26.0.1)
 422:             1             40  java.time.format.DateTimeFormatterBuilder$NanosPrinterParser (java.base@26.0.1)
 423:             1             40  java.util.IdentityHashMap (java.base@26.0.1)
 424:             1             40  java.util.ResourceBundle$2 (java.base@26.0.1)
 425:             1             40  jdk.internal.classfile.impl.EntryMap (java.base@26.0.1)
 426:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@26.0.1)
 427:             1             40  jdk.internal.loader.ArchivedClassLoaders (java.base@26.0.1)
 428:             1             40  jdk.internal.loader.URLClassPath (java.base@26.0.1)
 429:             1             40  jdk.internal.logger.LazyLoggers$LazyLoggerAccessor (java.base@26.0.1)
 430:             1             40  jdk.internal.module.ArchivedModuleGraph (java.base@26.0.1)
 431:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@26.0.1)
 432:             1             40  jdk.internal.vm.PreemptedException (java.base@26.0.1)
 433:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@26.0.1)
 434:             1             40  sun.util.resources.Bundles$1 (java.base@26.0.1)
 435:             1             32  [Ljava.lang.ProcessImpl$LaunchMechanism; (java.base@26.0.1)
 436:             2             32  [Ljava.lang.StackTraceElement; (java.base@26.0.1)
 437:             1             32  [Ljava.lang.ThreadGroup; (java.base@26.0.1)
 438:             2             32  [Ljava.lang.annotation.Annotation; (java.base@26.0.1)
 439:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@26.0.1)
 440:             1             32  [Ljava.lang.ref.WeakReference; (java.base@26.0.1)
 441:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@26.0.1)
 442:             1             32  [Ljava.time.format.ResolverStyle; (java.base@26.0.1)
 443:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@26.0.1)
 444:             1             32  [Ljava.util.Locale; (java.base@26.0.1)
 445:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@26.0.1)
 446:             1             32  [Ljava.util.stream.MatchOps$MatchKind; (java.base@26.0.1)
 447:             1             32  [Ljava.util.stream.StreamShape; (java.base@26.0.1)
 448:             1             32  [Ljdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl$State; (java.base@26.0.1)
 449:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@26.0.1)
 450:             1             32  [Ljdk.internal.module.ModuleBootstrap$IllegalFinalFieldMutation; (java.base@26.0.1)
 451:             1             32  [Ljdk.internal.module.ModuleBootstrap$IllegalNativeAccess; (java.base@26.0.1)
 452:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@26.0.1)
 453:             1             32  [Ljdk.internal.vm.Continuation$Pinned; (java.base@26.0.1)
 454:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@26.0.1)
 455:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@26.0.1)
 456:             1             32  Experiment7Runner$$Lambda/0x00000f000104b9b8
 457:             2             32  java.lang.Boolean (java.base@26.0.1)
 458:             1             32  java.lang.Module$ArchivedData (java.base@26.0.1)
 459:             1             32  java.lang.ProcessHandleImpl (java.base@26.0.1)
 460:             2             32  java.lang.ThreadLocal (java.base@26.0.1)
 461:             1             32  java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle (java.base@26.0.1)
 462:             1             32  java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle (java.base@26.0.1)
 463:             1             32  java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle (java.base@26.0.1)
 464:             1             32  java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle (java.base@26.0.1)
 465:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@26.0.1)
 466:             1             32  java.net.InetAddress$CachedLocalHost (java.base@26.0.1)
 467:             2             32  java.security.SecureClassLoader$CodeSourceKey (java.base@26.0.1)
 468:             1             32  java.text.DigitList (java.base@26.0.1)
 469:             1             32  java.text.DontCareFieldPosition (java.base@26.0.1)
 470:             2             32  java.time.format.DateTimeFormatterBuilder$1 (java.base@26.0.1)
 471:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@26.0.1)
 472:             2             32  java.util.HashMap$Values (java.base@26.0.1)
 473:             2             32  java.util.ResourceBundle$3 (java.base@26.0.1)
 474:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@26.0.1)
 475:             2             32  java.util.WeakHashMap$KeySet (java.base@26.0.1)
 476:             1             32  java.util.concurrent.FutureTask (java.base@26.0.1)
 477:             1             32  java.util.concurrent.SynchronousQueue (java.base@26.0.1)
 478:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@26.0.1)
 479:             1             32  java.util.concurrent.atomic.LongAdder (java.base@26.0.1)
 480:             1             32  java.util.zip.ZipFile$CleanableResource (java.base@26.0.1)
 481:             2             32  jdk.internal.loader.ClassLoaderValue (java.base@26.0.1)
 482:             1             32  jdk.internal.loader.URLClassPath$JarLoader (java.base@26.0.1)
 483:             2             32  jdk.internal.math.DoubleToDecimal (java.base@26.0.1)
 484:             2             32  jdk.internal.reflect.ReflectionFactory$Config (java.base@26.0.1)
 485:             2             32  jdk.internal.util.ReferencedKeySet (java.base@26.0.1)
 486:             1             32  sun.nio.fs.MacOSXFileSystem (java.base@26.0.1)
 487:             1             32  sun.nio.fs.NativeBuffer (java.base@26.0.1)
 488:             2             32  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@26.0.1)
 489:             1             32  sun.nio.fs.UnixFileKey (java.base@26.0.1)
 490:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@26.0.1)
 491:             1             24  [Ljava.io.File$PathStatus; (java.base@26.0.1)
 492:             1             24  [Ljava.net.URL; (java.base@26.0.1)
 493:             1             24  [Ljava.nio.ByteOrder; (java.base@26.0.1)
 494:             1             24  [Ljava.security.Security$SecPropLoader$LoadingMode; (java.base@26.0.1)
 495:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@26.0.1)
 496:             1             24  [Ljava.util.Locale$Category; (java.base@26.0.1)
 497:             1             24  [Ljava.util.jar.Manifest; (java.base@26.0.1)
 498:             1             24  [Ljdk.internal.jimage.ImageReader$Node; (java.base@26.0.1)
 499:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@26.0.1)
 500:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@26.0.1)
 501:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@26.0.1)
 502:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@26.0.1)
 503:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$7 (jdk.management@26.0.1)
 504:             1             24  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap$MapEntry
 505:             1             24  it.unimi.dsi.fastutil.longs.LongArrays$Segment
 506:             1             24  java.io.UnixFileSystem (java.base@26.0.1)
 507:             1             24  java.lang.Double (java.base@26.0.1)
 508:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@26.0.1)
 509:             1             24  java.lang.ProcessHandleImpl$$Lambda/0x00000f0001007b00 (java.base@26.0.1)
 510:             1             24  java.lang.String$$StringConcat/0x00000f0001044400 (java.base@26.0.1)
 511:             1             24  java.lang.String$$StringConcat/0x00000f0001045400 (java.base@26.0.1)
 512:             1             24  java.lang.String$$StringConcat/0x00000f0001046400 (java.base@26.0.1)
 513:             1             24  java.lang.String$$StringConcat/0x00000f0001058800 (java.base@26.0.1)
 514:             1             24  java.lang.StringBuilder (java.base@26.0.1)
 515:             1             24  java.net.Inet6AddressImpl (java.base@26.0.1)
 516:             1             24  java.security.AccessControlContext (java.base@26.0.1)
 517:             1             24  java.time.ZoneRegion (java.base@26.0.1)
 518:             1             24  java.time.format.DecimalStyle (java.base@26.0.1)
 519:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@26.0.1)
 520:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@26.0.1)
 521:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@26.0.1)
 522:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@26.0.1)
 523:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@26.0.1)
 524:             1             24  java.util.BitSet (java.base@26.0.1)
 525:             1             24  java.util.Collections$EmptyMap (java.base@26.0.1)
 526:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@26.0.1)
 527:             1             24  java.util.concurrent.Executors$AutoShutdownDelegatedExecutorService (java.base@26.0.1)
 528:             1             24  java.util.concurrent.Executors$DefaultThreadFactory (java.base@26.0.1)
 529:             1             24  java.util.concurrent.FutureTask$WaitNode (java.base@26.0.1)
 530:             1             24  java.util.concurrent.LinkedBlockingQueue$Node (java.base@26.0.1)
 531:             1             24  java.util.concurrent.SynchronousQueue$Transferer (java.base@26.0.1)
 532:             1             24  java.util.zip.Inflater$InflaterZStreamRef (java.base@26.0.1)
 533:             1             24  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@26.0.1)
 534:             1             24  java.util.zip.ZipFile$Source$Key (java.base@26.0.1)
 535:             1             24  jdk.internal.classfile.impl.AbstractAttributeMapper$CodeMapper (java.base@26.0.1)
 536:             1             24  jdk.internal.classfile.impl.AbstractAttributeMapper$RuntimeVisibleAnnotationsMapper (java.base@26.0.1)
 537:             1             24  jdk.internal.classfile.impl.AbstractAttributeMapper$SourceFileMapper (java.base@26.0.1)
 538:             1             24  jdk.internal.jimage.ImageReader (java.base@26.0.1)
 539:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@26.0.1)
 540:             1             24  jdk.internal.logger.SurrogateLogger (java.base@26.0.1)
 541:             1             24  jdk.internal.module.ModuleHashes (java.base@26.0.1)
 542:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@26.0.1)
 543:             1             24  jdk.internal.ref.CleanerImpl (java.base@26.0.1)
 544:             1             24  jdk.internal.ref.CleanerImpl$CleanableList (java.base@26.0.1)
 545:             1             24  jdk.internal.ref.CleanerImpl$CleanableList$Node (java.base@26.0.1)
 546:             1             24  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@26.0.1)
 547:             1             24  jdk.internal.util.OSVersion (java.base@26.0.1)
 548:             1             24  jdk.internal.vm.ThreadContainers$RootContainer$TrackingRootContainer (java.base@26.0.1)
 549:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@26.0.1)
 550:             1             24  sun.management.RuntimeImpl (java.management@26.0.1)
 551:             1             24  sun.management.VMManagementImpl (java.management@26.0.1)
 552:             1             24  sun.nio.ch.Util$BufferCache (java.base@26.0.1)
 553:             1             24  sun.nio.cs.ISO_8859_1 (java.base@26.0.1)
 554:             1             24  sun.nio.cs.StandardCharsets (java.base@26.0.1)
 555:             1             24  sun.nio.cs.US_ASCII (java.base@26.0.1)
 556:             1             24  sun.nio.cs.UTF_16 (java.base@26.0.1)
 557:             1             24  sun.nio.cs.UTF_16BE (java.base@26.0.1)
 558:             1             24  sun.nio.cs.UTF_16LE (java.base@26.0.1)
 559:             1             24  sun.nio.cs.UTF_32 (java.base@26.0.1)
 560:             1             24  sun.nio.cs.UTF_32BE (java.base@26.0.1)
 561:             1             24  sun.nio.cs.UTF_32LE (java.base@26.0.1)
 562:             1             24  sun.nio.cs.UTF_8 (java.base@26.0.1)
 563:             1             24  sun.nio.fs.NativeBuffer$Deallocator (java.base@26.0.1)
 564:             1             24  sun.security.util.CryptoAlgorithmConstraints (java.base@26.0.1)
 565:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@26.0.1)
 566:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@26.0.1)
 567:             1             24  sun.util.locale.provider.CalendarDataProviderImpl (java.base@26.0.1)
 568:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@26.0.1)
 569:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@26.0.1)
 570:             1             16  [Ljava.lang.Throwable; (java.base@26.0.1)
 571:             1             16  [Ljava.lang.classfile.Attribute; (java.base@26.0.1)
 572:             1             16  [Ljava.lang.classfile.constantpool.ClassEntry; (java.base@26.0.1)
 573:             1             16  [Ljava.lang.classfile.instruction.CharacterRange; (java.base@26.0.1)
 574:             1             16  [Ljava.lang.classfile.instruction.LocalVariable; (java.base@26.0.1)
 575:             1             16  [Ljava.lang.classfile.instruction.LocalVariableType; (java.base@26.0.1)
 576:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@26.0.1)
 577:             1             16  [Ljava.security.Provider; (java.base@26.0.1)
 578:             1             16  [Ljava.security.cert.Certificate; (java.base@26.0.1)
 579:             1             16  [Ljava.text.FieldPosition; (java.base@26.0.1)
 580:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@26.0.1)
 581:             1             16  [Ljdk.internal.classfile.impl.DirectCodeBuilder$DeferredLabel; (java.base@26.0.1)
 582:             1             16  [Ljdk.internal.classfile.impl.StackMapGenerator$Frame; (java.base@26.0.1)
 583:             1             16  [Ljdk.internal.classfile.impl.Util$Writable; (java.base@26.0.1)
 584:             1             16  EHAUSM_Inc$$Lambda/0x00000f000104e218
 585:             1             16  ExperimentLauncher$$Lambda/0x00000f0001043620
 586:             1             16  QSDB_Parser$$Lambda/0x00000f0001048000
 587:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@26.0.1)
 588:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@26.0.1)
 589:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$6 (jdk.management@26.0.1)
 590:             1             16  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap$MapEntrySet
 591:             1             16  it.unimi.dsi.fastutil.ints.IntIterators$EmptyIterator
 592:             1             16  it.unimi.dsi.fastutil.longs.LongArrays$ArrayHashStrategy
 593:             1             16  java.io.FileDescriptor$1 (java.base@26.0.1)
 594:             1             16  java.io.RandomAccessFile$2 (java.base@26.0.1)
 595:             1             16  java.lang.CharacterData00 (java.base@26.0.1)
 596:             1             16  java.lang.CharacterDataLatin1 (java.base@26.0.1)
 597:             1             16  java.lang.Float (java.base@26.0.1)
 598:             1             16  java.lang.ProcessBuilder$NullInputStream (java.base@26.0.1)
 599:             1             16  java.lang.ProcessBuilder$NullOutputStream (java.base@26.0.1)
 600:             1             16  java.lang.Runtime (java.base@26.0.1)
 601:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@26.0.1)
 602:             1             16  java.lang.String$FoldCaseComparator (java.base@26.0.1)
 603:             1             16  java.lang.System$1 (java.base@26.0.1)
 604:             1             16  java.lang.Terminator$1 (java.base@26.0.1)
 605:             1             16  java.lang.classfile.ClassHierarchyResolver$1Factory (java.base@26.0.1)
 606:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@26.0.1)
 607:             1             16  java.lang.invoke.MemberName$Factory (java.base@26.0.1)
 608:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@26.0.1)
 609:             1             16  java.lang.invoke.StringConcatFactory$InlineHiddenClassStrategy$1 (java.base@26.0.1)
 610:             1             16  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@26.0.1)
 611:             1             16  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@26.0.1)
 612:             1             16  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@26.0.1)
 613:             1             16  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@26.0.1)
 614:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@26.0.1)
 615:             1             16  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@26.0.1)
 616:             1             16  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@26.0.1)
 617:             1             16  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@26.0.1)
 618:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@26.0.1)
 619:             1             16  java.lang.ref.Cleaner (java.base@26.0.1)
 620:             1             16  java.lang.ref.Cleaner$1 (java.base@26.0.1)
 621:             1             16  java.lang.ref.Reference$1 (java.base@26.0.1)
 622:             1             16  java.lang.reflect.ReflectAccess (java.base@26.0.1)
 623:             1             16  java.net.InetAddress$$Lambda/0x00000f000101d560 (java.base@26.0.1)
 624:             1             16  java.net.InetAddress$$Lambda/0x00000f000101d9a8 (java.base@26.0.1)
 625:             1             16  java.net.InetAddress$1 (java.base@26.0.1)
 626:             1             16  java.net.InetAddress$PlatformResolver (java.base@26.0.1)
 627:             1             16  java.net.URI$1 (java.base@26.0.1)
 628:             1             16  java.net.URL$1 (java.base@26.0.1)
 629:             1             16  java.net.URL$DefaultFactory (java.base@26.0.1)
 630:             1             16  java.net.spi.InetAddressResolver$LookupPolicy (java.base@26.0.1)
 631:             1             16  java.nio.Bits$1 (java.base@26.0.1)
 632:             1             16  java.nio.Buffer$1 (java.base@26.0.1)
 633:             1             16  java.nio.Buffer$2 (java.base@26.0.1)
 634:             1             16  java.nio.charset.Charset$3 (java.base@26.0.1)
 635:             1             16  java.security.AllPermission (java.base@26.0.1)
 636:             1             16  java.security.Provider$$Lambda/0x00000f00010222a0 (java.base@26.0.1)
 637:             1             16  java.security.Security$2 (java.base@26.0.1)
 638:             1             16  java.text.DontCareFieldPosition$1 (java.base@26.0.1)
 639:             1             16  java.text.MessageFormat$Field (java.base@26.0.1)
 640:             1             16  java.time.chrono.IsoChronology (java.base@26.0.1)
 641:             1             16  java.time.format.DateTimeFormatter$$Lambda/0x80000001e (java.base@26.0.1)
 642:             1             16  java.time.format.DateTimeFormatter$$Lambda/0x80000001f (java.base@26.0.1)
 643:             1             16  java.time.format.DateTimeFormatterBuilder$$Lambda/0x800000020 (java.base@26.0.1)
 644:             1             16  java.time.format.DateTimeFormatterBuilder$InstantPrinterParser (java.base@26.0.1)
 645:             1             16  java.time.format.DateTimeTextProvider (java.base@26.0.1)
 646:             1             16  java.time.format.DateTimeTextProvider$1 (java.base@26.0.1)
 647:             1             16  java.util.Collections$EmptyEnumeration (java.base@26.0.1)
 648:             1             16  java.util.Collections$EmptyIterator (java.base@26.0.1)
 649:             1             16  java.util.Collections$EmptyList (java.base@26.0.1)
 650:             1             16  java.util.Collections$EmptySet (java.base@26.0.1)
 651:             1             16  java.util.DualPivotQuicksort$$Lambda/0x00000f0001039a10 (java.base@26.0.1)
 652:             1             16  java.util.DualPivotQuicksort$$Lambda/0x00000f0001039e40 (java.base@26.0.1)
 653:             1             16  java.util.DualPivotQuicksort$$Lambda/0x00000f000103a068 (java.base@26.0.1)
 654:             1             16  java.util.EnumMap$1 (java.base@26.0.1)
 655:             1             16  java.util.IdentityHashMap$KeySet (java.base@26.0.1)
 656:             1             16  java.util.ImmutableCollections$Access$1 (java.base@26.0.1)
 657:             1             16  java.util.Locale$2 (java.base@26.0.1)
 658:             1             16  java.util.Locale$Builder (java.base@26.0.1)
 659:             1             16  java.util.Map$Entry$$Lambda/0x00000f0001034a00 (java.base@26.0.1)
 660:             1             16  java.util.ResourceBundle$1 (java.base@26.0.1)
 661:             1             16  java.util.ResourceBundle$Control (java.base@26.0.1)
 662:             1             16  java.util.ResourceBundle$Control$$Lambda/0x800000021 (java.base@26.0.1)
 663:             1             16  java.util.ResourceBundle$Control$$Lambda/0x800000022 (java.base@26.0.1)
 664:             1             16  java.util.concurrent.CompletableFuture$AltResult (java.base@26.0.1)
 665:             1             16  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@26.0.1)
 666:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@26.0.1)
 667:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@26.0.1)
 668:             1             16  java.util.concurrent.Executors$AutoShutdownDelegatedExecutorService$$Lambda/0x00000f00010376a8 (java.base@26.0.1)
 669:             1             16  java.util.concurrent.ForkJoinPool$1 (java.base@26.0.1)
 670:             1             16  java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory (java.base@26.0.1)
 671:             1             16  java.util.concurrent.ThreadLocalRandom$Access$1 (java.base@26.0.1)
 672:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@26.0.1)
 673:             1             16  java.util.concurrent.atomic.AtomicReferenceArray (java.base@26.0.1)
 674:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@26.0.1)
 675:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000029 (java.base@26.0.1)
 676:             1             16  java.util.regex.Pattern$LastNode (java.base@26.0.1)
 677:             1             16  java.util.regex.Pattern$Node (java.base@26.0.1)
 678:             1             16  java.util.stream.Collectors$$Lambda/0x00000f000101b3e0 (java.base@26.0.1)
 679:             1             16  java.util.stream.Collectors$$Lambda/0x00000f000101b608 (java.base@26.0.1)
 680:             1             16  java.util.stream.Collectors$$Lambda/0x00000f000101b840 (java.base@26.0.1)
 681:             1             16  java.util.stream.Collectors$$Lambda/0x80000003e (java.base@26.0.1)
 682:             1             16  java.util.stream.Collectors$$Lambda/0x800000046 (java.base@26.0.1)
 683:             1             16  java.util.stream.Collectors$$Lambda/0x800000048 (java.base@26.0.1)
 684:             1             16  java.util.stream.Collectors$$Lambda/0x80000004b (java.base@26.0.1)
 685:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004e (java.base@26.0.1)
 686:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004f (java.base@26.0.1)
 687:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@26.0.1)
 688:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@26.0.1)
 689:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@26.0.1)
 690:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@26.0.1)
 691:             1             16  java.util.zip.ZipFile$1 (java.base@26.0.1)
 692:             1             16  jdk.internal.classfile.impl.ClassHierarchyImpl$ClassLoadingClassHierarchyResolver (java.base@26.0.1)
 693:             1             16  jdk.internal.classfile.impl.ClassHierarchyImpl$ClassLoadingClassHierarchyResolver$1 (java.base@26.0.1)
 694:             1             16  jdk.internal.classfile.impl.RawBytecodeHelper$1 (java.base@26.0.1)
 695:             1             16  jdk.internal.classfile.impl.TemporaryConstantPool (java.base@26.0.1)
 696:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@26.0.1)
 697:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@26.0.1)
 698:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@26.0.1)
 699:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@26.0.1)
 700:             1             16  jdk.internal.logger.LazyLoggers$JdkLazyLogger (java.base@26.0.1)
 701:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@26.0.1)
 702:             1             16  jdk.internal.math.FloatingDecimal$$Lambda/0x00000f0001023798 (java.base@26.0.1)
 703:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@26.0.1)
 704:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@26.0.1)
 705:             1             16  jdk.internal.misc.Unsafe (java.base@26.0.1)
 706:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@26.0.1)
 707:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@26.0.1)
 708:             1             16  jdk.internal.module.ModulePatcher (java.base@26.0.1)
 709:             1             16  jdk.internal.module.ModuleTarget (java.base@26.0.1)
 710:             1             16  jdk.internal.perf.Perf (java.base@26.0.1)
 711:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@26.0.1)
 712:             1             16  jdk.internal.util.Preconditions$1 (java.base@26.0.1)
 713:             1             16  jdk.internal.util.Preconditions$2 (java.base@26.0.1)
