Timestamp,Algorithm,Dataset,BatchID,RunIndex,MinUtil,mu,DeltaRatio,TotalDBUtil,CumulativeDBSize,tScan(ms),tMining(ms),tTotal(ms),tLayer1(ms),tLayer2(ms),tLayer3(ms),Cand,PrunedL1(SWU),PrunedL2(IAUUB),PrunedL3(MFUUB),TightnessPEAU,TightnessIAUUB,TightnessMFUUB,HAUSP,SHAUS,MemPeak(MB),PoolBorrows,PoolReuses,PoolPeakLive,AudulActive,Status,Recursed,ArmOrder,Schedule,PoolBytes,FlatBytes,EucsBytes,AudulRootBytes,RescanTriggered,BufferUtil,BufferTested,SafetyBound,PrunedL3Node,PrunedL1Root,MemMode,MemLive(MB),MemRetained(MB),GcForced,RunID,Legacy,SourceFile,CandUnified,RecursedUnified,CountSource,ok
2026-06-30 10:59:20,HAUSP-UB,BIBLE,1,0,0.0005,0.0,0.05,35550162,36369,42,15148,15191,1,435,89,223663,12054,83293828,11096,0.0,0.29014,0.297948,29772,0,540.77,83527661,83526030,3853,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,83528915.0,223663.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 11:04:04,HAUSP-UB,BIBLE,1,0,0.0005,0.0,0.1,35550162,36369,33,15740,15774,1,447,89,223663,12054,83293828,11096,0.0,0.29014,0.297948,29772,0,508.46,83527661,83526030,3853,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,83528915.0,223663.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 11:08:46,HAUSP-UB,BIBLE,1,0,0.0005,0.0,0.15,35550162,36369,33,15342,15376,1,442,89,223663,12054,83293828,11096,0.0,0.29014,0.297948,29772,0,521.96,83527661,83526030,3853,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,83528915.0,223663.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 11:13:30,HAUSP-UB,BIBLE,1,0,0.0005,0.0,0.2,35550162,36369,33,16067,16101,1,446,89,223663,12054,83293828,11096,0.0,0.29014,0.297948,29772,0,518.15,83527661,83526030,3853,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,83528915.0,223663.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 11:26:20,HAUSP-UB,BMS1_SPMF,1,0,0.0035,0.0,0.05,7229030,59601,4,25843,25848,0,619,259,673331,170,101041040,87,0.0,0.039763,0.039814,93,0,77.23,101714152,101713931,562,497,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,101714408.0,673331.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 11:39:12,HAUSP-UB,BMS1_SPMF,1,0,0.0035,0.0,0.1,7229030,59601,4,25850,25855,0,627,259,673331,170,101041040,87,0.0,0.039763,0.039814,93,0,77.88,101714152,101713931,562,497,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,101714408.0,673331.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 11:51:47,HAUSP-UB,BMS1_SPMF,1,0,0.0035,0.0,0.15,7229030,59601,4,25940,25946,0,620,259,673331,170,101041040,87,0.0,0.039763,0.039814,93,0,77.97,101714152,101713931,562,497,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,101714408.0,673331.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 12:05:01,HAUSP-UB,BMS1_SPMF,1,0,0.0035,0.0,0.2,7229030,59601,4,25925,25930,0,623,259,673331,170,101041040,87,0.0,0.039763,0.039814,93,0,77.97,101714152,101713931,562,497,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,101714408.0,673331.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 12:25:50,HAUSP-UB,FIFA,1,0,0.012,0.0,0.05,35721991,20450,18,90666,90685,0,202,54,128691,2701,20655889,267,0.0,0.096915,0.097026,334,0,605.43,20784542,20784461,414,2990,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,20784913.0,128691.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
2026-06-30 12:46:16,HAUSP-UB,FIFA,1,0,0.012,0.0,0.1,35721991,20450,9,87852,87862,0,204,54,128691,2701,20655889,267,0.0,0.096915,0.097026,334,0,601.87,20784542,20784461,414,2990,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp3/experiment3_scalability.csv,20784913.0,128691.0,results-2026-09/counts/exp3/experiment3_scalability.csv,True
