Timestamp,Algorithm,Dataset,BatchID,RunIndex,MinUtil,mu,DeltaRatio,TotalDBUtil,CumulativeDBSize,tScan(ms),tMining(ms),tTotal(ms),tLayer1(ms),tLayer2(ms),tLayer3(ms),Cand,PrunedL1(SWU),PrunedL2(IAUUB),PrunedL3(MFUUB),TightnessPEAU,TightnessIAUUB,TightnessMFUUB,HAUSP,SHAUS,MemPeak(MB),PoolBorrows,PoolReuses,PoolPeakLive,AudulActive,Status,Recursed,ArmOrder,Schedule,PoolBytes,FlatBytes,EucsBytes,AudulRootBytes,RescanTriggered,BufferUtil,BufferTested,SafetyBound,PrunedL3Node,PrunedL1Root,MemMode,MemLive(MB),MemRetained(MB),GcForced,RunID,Legacy,SourceFile,CandUnified,RecursedUnified,CountSource,ok
2026-06-30 06:53:59,EHAUSM-I,BIBLE,0,0,0.001,0.0,0.1,3645762,3637,34,2448,2491,0,0,0,7573328,2857,7523037,0,0.509467,0.0,0.0,6249,0,635.01,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,7573328.0,50291.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:54:09,EHAUSM-I,BIBLE,1,0,0.001,0.0,0.1,7618336,7274,11,10076,10087,0,0,0,20914558,4400,20798299,0,0.469128,0.0,0.0,9961,0,2817.73,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,20914558.0,116259.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:54:19,EHAUSM-I,BIBLE,2,0,0.001,0.0,0.1,11275336,10911,10,9486,9497,0,0,0,10547448,5838,10463106,0,0.473378,0.0,0.0,8942,0,2544.74,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,10547448.0,84342.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:54:33,EHAUSM-I,BIBLE,3,0,0.001,0.0,0.1,15285217,14548,8,13334,13343,0,0,0,12683204,7087,12597403,0,0.480667,0.0,0.0,10462,0,3972.77,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,12683204.0,85801.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:54:47,EHAUSM-I,BIBLE,4,0,0.001,0.0,0.1,18462780,18185,9,14228,14238,0,0,0,8670394,8263,8591267,0,0.457724,0.0,0.0,9860,0,2128.0,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,8670394.0,79127.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:55:00,EHAUSM-I,BIBLE,5,0,0.001,0.0,0.1,21273471,21822,9,12899,12908,0,0,0,3506058,9134,3440752,0,0.441734,0.0,0.0,8282,0,5188.0,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,3506058.0,65306.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:55:18,EHAUSM-I,BIBLE,6,0,0.001,0.0,0.1,25099415,25459,10,18133,18144,0,0,0,12119842,9720,12046842,0,0.441937,0.0,0.0,8708,0,4428.0,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,12119842.0,73000.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:55:38,EHAUSM-I,BIBLE,7,0,0.001,0.0,0.1,28638230,29096,11,19213,19224,0,0,0,8874552,10403,8805508,0,0.447373,0.0,0.0,8225,0,4326.28,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,8874552.0,69044.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:55:55,EHAUSM-I,BIBLE,8,0,0.001,0.0,0.1,31850163,32733,11,17155,17166,0,0,0,4489606,11025,4429170,0,0.416279,0.0,0.0,7238,0,2710.5,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,4489606.0,60436.0,results/exp7/experiment7_long_batch.csv,True
2026-06-30 06:56:13,EHAUSM-I,BIBLE,9,0,0.001,0.0,0.1,35550162,36369,12,18237,18250,0,0,0,5836479,12054,5780836,0,0.426996,0.0,0.0,6713,0,4518.53,0,0,0,0,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp7/experiment7_long_batch.csv,5836479.0,55643.0,results/exp7/experiment7_long_batch.csv,True
