Timestamp,Algorithm,Dataset,BatchID,RunIndex,MinUtil,mu,DeltaRatio,TotalDBUtil,CumulativeDBSize,tScan(ms),tMining(ms),tTotal(ms),tLayer1(ms),tLayer2(ms),tLayer3(ms),Cand,PrunedL1(SWU),PrunedL2(IAUUB),PrunedL3(MFUUB),TightnessPEAU,TightnessIAUUB,TightnessMFUUB,HAUSP,SHAUS,MemPeak(MB),PoolBorrows,PoolReuses,PoolPeakLive,AudulActive,Status,Recursed,ArmOrder,Schedule,PoolBytes,FlatBytes,EucsBytes,AudulRootBytes,RescanTriggered,BufferUtil,BufferTested,SafetyBound,PrunedL3Node,PrunedL1Root,MemMode,MemLive(MB),MemRetained(MB),GcForced,RunID,Legacy,SourceFile,CandUnified,RecursedUnified,CountSource,ok
2026-06-30 12:55:38,HAUSP-UB-L1L3,BIBLE,0,0,0.001,0.0,1.0,35550162,36369,195,7108,7304,12,38,23,56071,12820,0,18711458,0.0,0.261646,0.269156,6713,0,505.42,18779921,18760688,19233,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,18767867.0,56071.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:55:47,HAUSP-UB*,BIBLE,0,0,0.001,0.0,1.0,35550162,36369,238,7848,8086,0,0,0,58576,12820,32102838,0,0.0,0.264856,0.0,6713,0,443.37,32174234,32158146,16088,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,32162180.0,58576.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:55:55,HAUSP-UB,BIBLE,0,0,0.001,0.0,1.0,35550162,36369,190,8091,8281,15,164,22,56071,12820,18708525,2933,0.0,0.261646,0.269156,6713,0,370.28,18779921,18764758,15163,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,18767867.0,56071.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:56:41,HAUSP-UB-L1L3,BIBLE,0,0,0.0009,0.0,1.0,35550162,36369,184,9267,9451,13,99,29,68845,12719,0,23797723,0.0,0.266298,0.273845,8375,0,669.32,23878803,23859098,19705,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,23866876.0,68845.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:56:51,HAUSP-UB*,BIBLE,0,0,0.0009,0.0,1.0,35550162,36369,283,8649,8932,0,0,0,71968,12719,39777798,0,0.0,0.269481,0.0,8375,0,425.58,39862485,39846249,16236,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,39850558.0,71968.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:57:00,HAUSP-UB,BIBLE,0,0,0.0009,0.0,1.0,35550162,36369,183,8998,9182,12,188,27,68845,12719,23794116,3607,0.0,0.266298,0.273845,8375,0,394.0,23878803,23863536,15267,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,23866876.0,68845.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:57:53,HAUSP-UB-L1L3,BIBLE,0,0,0.0008,0.0,1.0,35550162,36369,170,10721,10891,12,126,37,87209,12612,0,31015459,0.0,0.271352,0.278945,10826,0,692.62,31114755,31094247,20508,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,31103002.0,87209.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:58:04,HAUSP-UB*,BIBLE,0,0,0.0008,0.0,1.0,35550162,36369,180,9987,10167,0,0,0,91105,12612,50523703,0,0.0,0.274394,0.0,10826,0,432.47,50627420,50611002,16418,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,50615667.0,91105.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:58:15,HAUSP-UB,BIBLE,0,0,0.0008,0.0,1.0,35550162,36369,163,10394,10557,11,257,35,87209,12612,31011038,4421,0.0,0.271352,0.278945,10826,0,425.33,31114755,31099352,15403,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,31103002.0,87209.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
2026-06-30 12:59:16,HAUSP-UB-L1L3,BIBLE,0,0,0.0007,0.0,1.0,35550162,36369,170,12565,12735,12,168,47,113590,12476,0,41413381,0.0,0.276494,0.284128,14383,0,566.55,41538868,41517650,21218,13905,SUCCESS,,,,,,,,,,,,,,,,,,legacy,True,results/exp2/experiment2_pruning_power.csv,41527302.0,113590.0,results-2026-09/counts/exp2/experiment2_pruning_power.csv,True
